iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3,field_cd_name
328,7.0,Female,13,1,13,9,2,2.0,8,1,332.0,0,0.7,0,30.0,4.0,60.0,10.0,10.0,10.0,5.0,5.0,1,10.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,2.0,30.0,English Education,9.0,Binghamton University,"1,214.00","9,451.00",Caucasian_American,1.0,1.0,NYC,,,2.0,3.0,1.0,Teacher,2.0,8.0,3.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,10.0,10.0,5.0,10.0,6.0,,22.0,12.0,30.0,25.0,10.0,1.0,30.0,5.0,30.0,5.0,20.0,10.0,10.0,10.0,20.0,40.0,10.0,10.0,7.0,10.0,8.0,10.0,10.0,9.0,10.0,10.0,8.0,8.0,0,6.0,8.0,8.0,10.0,8.0,6.0,8.0,4.0,0.0,2.0,,,,,,,,,,,,3.0,3.0,3.0,,,,,,,30.0,15.0,30.0,15.0,5.0,5.0,40.0,10.0,20.0,10.0,10.0,10.0,40.0,10.0,20.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,9.0,8.0,10.0,10.0,7.0,7.0,0.0,0.0,0.0,,,30.0,20.0,20.0,10.0,10.0,10.0,10.0,30.0,30.0,10.0,10.0,10.0,40.0,10.0,20.0,10.0,10.0,10.0,30.0,10.0,30.0,20.0,5.0,5.0,9.0,10.0,10.0,8.0,9.0,9.0,10.0,10.0,7.0,7.0,"Education, Academia "
329,8.0,Female,15,1,13,9,10,10.0,6,1,332.0,0,0.74,0,30.0,4.0,60.0,10.0,10.0,10.0,5.0,5.0,0,4.0,6.0,8.0,5.0,5.0,5.0,4.0,1.0,2.0,29.0,art education,9.0,Brown University,"1,400.00","27,395.00",Caucasian_American,1.0,1.0,"Great Neck, NY",,,6.0,6.0,2.0,teacher,2.0,3.0,2.0,7.0,7.0,10.0,10.0,3.0,1.0,4.0,10.0,2.0,10.0,7.0,6.0,8.0,2.0,1.0,4.0,,15.0,22.0,22.0,16.0,15.0,10.0,15.0,22.0,22.0,20.0,11.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,8.0,9.0,5.0,8.0,8.0,7.0,9.0,8.0,2.0,6.0,0,6.0,7.0,7.0,5.0,6.0,,6.0,3.0,0.0,1.0,,,,,,,,,,,,7.0,1.0,3.0,,,,,,,10.0,22.0,22.0,16.0,16.0,14.0,15.0,20.0,20.0,15.0,15.0,15.0,30.0,10.0,10.0,25.0,10.0,15.0,8.0,9.0,8.0,4.0,8.0,7.0,10.0,8.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Education, Academia "
330,9.0,Female,17,1,13,9,7,7.0,3,1,332.0,0,0.11,1,30.0,4.0,60.0,10.0,10.0,10.0,5.0,5.0,0,7.0,7.0,8.0,6.0,6.0,6.0,5.0,5.0,2.0,22.0,MA in Quantitative Methods,5.0,Cal Berkeley,"1,309.00","15,162.00",Asian_American,3.0,3.0,California (West Coast),,,1.0,7.0,3.0,not sure yet :),10.0,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,7.0,,15.0,25.0,15.0,20.0,10.0,15.0,25.0,10.0,10.0,25.0,10.0,20.0,50.0,10.0,5.0,15.0,5.0,15.0,8.0,10.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,0,3.0,9.0,8.0,4.0,6.0,2.0,4.0,8.0,0.0,2.0,,,,,,,,,,,,6.0,3.0,2.0,,,,,,,20.0,20.0,15.0,20.0,10.0,15.0,40.0,5.0,10.0,25.0,5.0,15.0,50.0,5.0,10.0,20.0,5.0,10.0,8.0,10.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering
331,10.0,Female,19,1,13,9,8,8.0,4,1,332.0,0,0.31,0,30.0,4.0,60.0,10.0,10.0,10.0,5.0,5.0,0,4.0,8.0,8.0,6.0,6.0,5.0,5.0,1.0,2.0,34.0,Early Childhood Education,9.0,Univ. of Connecticut,"1,140.00","14,942.00",Caucasian_American,1.0,1.0,New Jersey,,,1.0,6.0,3.0,Early Childhood Ed. - College/univ. faculity,2.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,4.0,,15.0,15.0,10.0,25.0,10.0,25.0,20.0,10.0,10.0,30.0,10.0,20.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,9.0,7.0,4.0,7.0,7.0,7.0,9.0,7.0,0,4.0,8.0,8.0,5.0,6.0,3.0,5.0,5.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,15.0,15.0,10.0,25.0,10.0,25.0,15.0,10.0,10.0,35.0,10.0,20.0,25.0,10.0,10.0,25.0,5.0,25.0,25.0,10.0,10.0,25.0,5.0,25.0,7.0,6.0,6.0,8.0,5.0,6.0,6.0,6.0,7.0,4.0,"Education, Academia "
332,1.0,Male,2,1,13,10,1,1.0,8,1,322.0,0,0.34,1,34.0,4.0,2.0,60.0,15.0,8.0,5.0,10.0,0,8.0,,10.0,8.0,,10.0,10.0,5.0,1.0,30.0,anthropology,3.0,university of wisconsin/la crosse,,"3,730.00",Asian_American,1.0,1.0,japan,,,3.0,7.0,4.0,medical examiner or researcher,2.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,7.0,,60.0,10.0,10.0,10.0,5.0,5.0,50.0,10.0,5.0,20.0,5.0,10.0,50.0,5.0,5.0,30.0,5.0,5.0,5.0,10.0,6.0,6.0,10.0,4.0,6.0,4.0,3.0,8.0,0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,3.0,,,,,,,,,,,,8.0,1.0,3.0,,,,,,,50.0,5.0,5.0,30.0,10.0,0.0,60.0,10.0,5.0,10.0,5.0,10.0,40.0,5.0,10.0,30.0,10.0,5.0,6.0,8.0,7.0,9.0,9.0,5.0,8.0,7.0,6.0,8.0,21.0,1.0,1.0,1.0,,60.0,10.0,5.0,10.0,10.0,5.0,60.0,10.0,5.0,10.0,10.0,5.0,50.0,5.0,15.0,20.0,10.0,0.0,60.0,0.0,10.0,40.0,10.0,0.0,5.0,10.0,7.0,7.0,10.0,5.0,9.0,6.0,5.0,10.0,Social Science/Psychologist
333,2.0,Male,4,1,13,10,1,1.0,6,1,322.0,0,0.47,0,34.0,4.0,2.0,60.0,15.0,8.0,5.0,10.0,1,10.0,,10.0,10.0,,8.0,10.0,5.0,2.0,23.0,MBA,8.0,Cornell University,"1,360.00","26,062.00",Caucasian_American,5.0,3.0,"Portland, OR",,,1.0,3.0,1.0,Investment Banking,7.0,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,7.0,,50.0,5.0,15.0,20.0,10.0,0.0,35.0,15.0,10.0,20.0,5.0,15.0,20.0,15.0,10.0,20.0,20.0,15.0,7.0,4.0,7.0,9.0,9.0,8.0,6.0,10.0,7.0,8.0,0,6.0,6.0,7.0,7.0,5.0,4.0,7.0,5.0,0.0,2.0,,,,,,,,,,,,7.0,1.0,3.0,,,,,,,35.0,5.0,20.0,20.0,10.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,25.0,15.0,10.0,20.0,10.0,20.0,7.0,6.0,9.0,7.0,9.0,8.0,7.0,9.0,7.0,8.0,0.0,0.0,0.0,,,45.0,5.0,10.0,15.0,15.0,10.0,40.0,0.0,20.0,20.0,10.0,10.0,45.0,5.0,15.0,25.0,5.0,5.0,30.0,15.0,15.0,20.0,15.0,5.0,8.0,7.0,9.0,7.0,8.0,8.0,8.0,10.0,7.0,9.0,Business/Econ/Finances
334,3.0,Male,6,1,13,10,1,1.0,4,1,322.0,0,-0.17,1,34.0,4.0,2.0,60.0,15.0,8.0,5.0,10.0,0,8.0,,10.0,10.0,,10.0,10.0,5.0,2.0,29.0,MBA,8.0,Trinity College,"1,270.00","26,786.00",Asian_American,1.0,1.0,New York/South Korea/Japan,,,1.0,5.0,3.0,Healthcare,4.0,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,5.0,,40.0,10.0,15.0,10.0,10.0,15.0,25.0,10.0,15.0,25.0,10.0,15.0,20.0,10.0,20.0,20.0,10.0,20.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,0.0,1.0,,,,,,,,,,,,7.0,1.0,3.0,,,,,,,40.0,10.0,10.0,15.0,10.0,15.0,20.0,10.0,10.0,20.0,10.0,30.0,20.0,10.0,10.0,20.0,10.0,30.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business/Econ/Finances
335,4.0,Male,8,1,13,10,1,1.0,10,1,322.0,0,0.18,0,34.0,4.0,2.0,60.0,15.0,8.0,5.0,10.0,0,5.0,,10.0,7.0,,,8.0,2.0,2.0,24.0,Psychology,3.0,Georgetown University,"1,400.00","25,425.00",Caucasian_American,1.0,8.0,Michigan,,,1.0,3.0,3.0,research,2.0,9.0,1.0,9.0,4.0,7.0,7.0,4.0,1.0,4.0,8.0,6.0,5.0,4.0,3.0,8.0,5.0,7.0,6.0,,20.0,10.0,20.0,20.0,15.0,15.0,30.0,5.0,10.0,30.0,15.0,10.0,15.0,20.0,20.0,20.0,15.0,10.0,8.0,7.0,9.0,8.0,8.0,8.0,7.0,9.0,9.0,9.0,0,5.0,4.0,4.0,2.0,2.0,,3.0,1.0,0.0,1.0,,,,,,,,,,,,7.0,1.0,3.0,,,,,,,20.0,10.0,20.0,20.0,15.0,15.0,40.0,5.0,10.0,25.0,5.0,15.0,20.0,15.0,20.0,20.0,15.0,10.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,9.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Science/Psychologist
336,5.0,Male,10,1,13,10,1,1.0,5,1,322.0,0,0.48,0,34.0,4.0,2.0,60.0,15.0,8.0,5.0,10.0,0,8.0,,10.0,10.0,,,8.0,5.0,2.0,25.0,Architecture,17.0,Florida International University,"1,110.00","10,450.00",Hispanic_American,1.0,5.0,Miami,,,1.0,5.0,2.0,Architecture and design,17.0,5.0,4.0,4.0,5.0,8.0,10.0,4.0,1.0,1.0,9.0,4.0,6.0,10.0,10.0,10.0,3.0,4.0,4.0,,20.0,15.0,30.0,10.0,15.0,10.0,30.0,15.0,20.0,10.0,15.0,10.0,30.0,15.0,20.0,10.0,15.0,10.0,5.0,9.0,7.0,7.0,9.0,4.0,6.0,6.0,5.0,10.0,0,6.0,8.0,8.0,8.0,8.0,1.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,7.0,1.0,3.0,,,,,,,25.0,20.0,25.0,10.0,10.0,10.0,25.0,20.0,25.0,10.0,10.0,10.0,25.0,20.0,25.0,10.0,10.0,10.0,4.0,8.0,6.0,7.0,8.0,5.0,6.0,6.0,5.0,7.0,0.0,0.0,0.0,,,50.0,20.0,20.0,3.0,3.0,4.0,50.0,20.0,20.0,3.0,3.0,4.0,50.0,20.0,20.0,3.0,3.0,4.0,50.0,20.0,20.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Architecture
337,6.0,Male,12,1,13,10,1,1.0,2,1,322.0,1,0.57,0,34.0,4.0,2.0,60.0,15.0,8.0,5.0,10.0,1,8.0,,10.0,10.0,,8.0,9.0,5.0,2.0,28.0,Urban Planning,5.0,Texas A&M,"1,178.00","10,052.00",Caucasian_American,1.0,1.0,"Dallas, Texas",,,1.0,5.0,3.0,Civil Engineer,5.0,9.0,9.0,8.0,8.0,8.0,7.0,5.0,4.0,6.0,7.0,5.0,7.0,8.0,7.0,6.0,4.0,4.0,5.0,,17.0,17.0,17.0,17.0,16.0,16.0,20.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,16.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,9.0,9.0,9.0,7.0,7.0,6.0,8.0,7.0,0.0,5.0,,,,,,,,,,,,9.0,3.0,3.0,,,,,,,17.0,17.0,16.0,17.0,16.0,17.0,20.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,16.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering
338,7.0,Male,14,1,13,10,1,1.0,3,1,322.0,0,0.42,0,34.0,4.0,2.0,60.0,15.0,8.0,5.0,10.0,0,5.0,,10.0,8.0,,,8.0,2.0,2.0,27.0,Urban Planning,5.0,"Rizvi College of Architecture, Bombay University",,,Other,1.0,1.0,"Bombay, India",,,1.0,4.0,2.0,Real Estate Consulting,7.0,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0,2.0,,10.0,20.0,25.0,20.0,20.0,5.0,25.0,5.0,20.0,25.0,10.0,15.0,25.0,10.0,20.0,25.0,10.0,10.0,7.0,9.0,7.0,9.0,10.0,7.0,9.0,9.0,7.0,9.0,0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,0.0,4.0,,,,,,,,,,,,6.0,3.0,3.0,,,,,,,15.0,20.0,20.0,15.0,20.0,10.0,25.0,15.0,10.0,25.0,10.0,15.0,15.0,20.0,20.0,20.0,15.0,10.0,7.0,9.0,9.0,8.0,10.0,7.0,9.0,8.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering
339,8.0,Male,16,1,13,10,1,1.0,1,1,322.0,1,,0,34.0,4.0,2.0,60.0,15.0,8.0,5.0,10.0,1,10.0,,10.0,10.0,8.0,10.0,10.0,5.0,2.0,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.0,7.0,7.0,8.0,9.0,7.0,8.0,7.0,0.0,3.0,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,25.0,15.0,15.0,20.0,10.0,15.0,30.0,10.0,20.0,15.0,10.0,15.0,20.0,15.0,15.0,20.0,20.0,10.0,8.0,3.0,7.0,9.0,6.0,7.0,2.0,8.0,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,9.0,Male,18,1,13,10,1,1.0,9,1,322.0,0,,0,34.0,4.0,2.0,60.0,15.0,8.0,5.0,10.0,1,8.0,,10.0,8.0,,10.0,8.0,5.0,2.0,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.0,7.0,8.0,5.0,6.0,5.0,5.0,4.0,0.0,1.0,,,,,,,,,,,,6.0,3.0,3.0,,,,,,,40.0,10.0,20.0,20.0,10.0,0.0,40.0,10.0,10.0,20.0,10.0,10.0,40.0,0.0,10.0,20.0,30.0,0.0,7.0,5.0,7.0,6.0,6.0,7.0,5.0,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,1.0,Female,1,2,14,18,5,5.0,2,1,361.0,0,0.71,0,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0,7.0,8.0,9.0,7.0,7.0,1.0,7.0,5.0,2.0,23.0,Political Science,13.0,Barnard College,"1,330.00","24,036.00",Asian_American,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,0,4.0,3.0,6.0,3.0,6.0,1.0,5.0,4.0,0.0,10.0,,,,,,,,,,,,6.0,3.0,2.0,,,,,,,30.0,20.0,10.0,10.0,20.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Political Science/International Affairs 
342,2.0,Female,3,2,14,18,2,2.0,17,1,361.0,0,0.47,0,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0,,,,,,,,,,33.0,Ed.D. in higher education policy at TC,9.0,University of Michigan-Ann Arbor,"1,290.00","21,645.00",Hispanic_American,2.0,1.0,"Palo Alto, CA",,,1.0,6.0,3.0,University President,2.0,3.0,4.0,4.0,10.0,9.0,10.0,1.0,1.0,8.0,7.0,10.0,8.0,10.0,1.0,4.0,10.0,4.0,2.0,,40.0,15.0,25.0,5.0,15.0,0.0,55.0,10.0,5.0,15.0,5.0,10.0,70.0,5.0,5.0,15.0,5.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,4.0,6.0,10.0,4.0,10.0,,4.0,3.0,0.0,6.0,,,,,,,,,,,,9.0,1.0,2.0,,,,,,,60.0,10.0,10.0,10.0,10.0,0.0,45.0,25.0,5.0,25.0,0.0,0.0,65.0,5.0,5.0,25.0,0.0,0.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Education, Academia "
343,3.0,Female,5,2,14,18,8,8.0,5,1,361.0,1,0.54,1,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,1,10.0,10.0,10.0,8.0,9.0,8.0,10.0,10.0,,32.0,Epidemiology,10.0,University of Pennsylvania,"1,400.00","26,630.00",Caucasian_American,5.0,6.0,New York,"10,001","25,831.00",3.0,2.0,1.0,Epidemiologist,4.0,6.0,3.0,3.0,10.0,10.0,10.0,8.0,2.0,3.0,5.0,4.0,8.0,9.0,9.0,9.0,9.0,7.0,5.0,,5.0,25.0,20.0,10.0,15.0,25.0,15.0,20.0,15.0,15.0,15.0,20.0,30.0,15.0,7.0,20.0,8.0,20.0,4.0,8.0,6.0,10.0,7.0,6.0,7.0,9.0,6.0,8.0,1,3.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,0.0,2.0,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,25.0,10.0,15.0,20.0,10.0,20.0,30.0,10.0,10.0,25.0,10.0,15.0,35.0,5.0,10.0,30.0,5.0,15.0,7.0,9.0,10.0,7.0,9.0,6.0,8.0,9.0,5.0,8.0,0.0,2.0,0.0,,,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,40.0,10.0,20.0,20.0,5.0,5.0,50.0,5.0,15.0,20.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,6.0,9.0,9.0,10.0,9.0,Biological Sciences/Chemistry/Physics
344,4.0,Female,7,2,14,18,9,9.0,6,1,361.0,0,0.09,0,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0,9.0,9.0,10.0,9.0,10.0,9.0,8.0,8.0,2.0,26.0,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",Hispanic_American,1.0,3.0,New Mexico,"87,110","28,759.00",3.0,4.0,3.0,Security Policy - Homeland Defense,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,,15.0,15.0,15.0,20.0,20.0,15.0,20.0,10.0,20.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,1,6.0,9.0,9.0,8.0,9.0,7.0,8.0,9.0,0.0,9.0,,,,,,,,,,,,9.0,3.0,2.0,,,,,,,15.0,15.0,20.0,20.0,20.0,10.0,20.0,15.0,15.0,20.0,20.0,10.0,20.0,15.0,15.0,20.0,15.0,15.0,7.0,7.0,8.0,9.0,9.0,7.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Political Science/International Affairs 
345,5.0,Female,9,2,14,18,17,17.0,12,1,361.0,0,0.41,1,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0,,,,,,,,,,24.0,Nutrition,10.0,Biological Sciences,,,Caucasian_American,7.0,6.0,Brooklyn,"11,235","25,401.00",2.0,7.0,4.0,Nutritionist,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,,10.0,20.0,27.0,23.0,15.0,5.0,50.0,0.0,5.0,20.0,5.0,20.0,35.0,10.0,10.0,25.0,10.0,10.0,7.0,9.0,7.0,9.0,7.0,6.0,10.0,10.0,7.0,10.0,0,,,,,,,,,,2.0,,,,,,,,,,,,5.0,3.0,2.0,,,,,,,15.0,15.0,25.0,30.0,10.0,5.0,25.0,10.0,10.0,10.0,35.0,10.0,45.0,2.0,13.0,25.0,3.0,12.0,7.0,9.0,9.0,7.0,7.0,6.0,10.0,9.0,6.0,9.0,0.0,1.0,0.0,,,10.0,10.0,30.0,30.0,10.0,0.0,50.0,5.0,10.0,20.0,10.0,5.0,50.0,10.0,10.0,10.0,10.0,10.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,9.0,8.0,8.0,6.0,7.0,10.0,8.0,7.0,8.0,Biological Sciences/Chemistry/Physics
346,6.0,Female,11,2,14,18,10,10.0,7,1,361.0,0,,0,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0,10.0,9.0,7.0,8.0,8.0,7.0,8.0,8.5,2.0,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,7.0,8.0,5.0,5.0,1.0,5.0,5.0,0.0,5.0,,,,,,,,,,,,6.0,3.0,2.0,,,,,,,35.0,15.0,15.0,10.0,10.0,15.0,50.0,10.0,5.0,20.0,5.0,10.0,50.0,10.0,5.0,20.0,5.0,10.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,7.0,Female,13,2,14,18,14,14.0,10,1,361.0,0,0.08,0,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0,4.0,9.0,7.0,4.0,3.0,1.0,5.0,1.0,2.0,26.0,EDUCATION,9.0,HOWARD UNIVERSITY,,"10,222.00",African American,1.0,1.0,"WASHINGTON, D.C.","20,001","19,264.00",5.0,6.0,1.0,GOVERNOR,13.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,5.0,,30.0,5.0,10.0,20.0,30.0,5.0,30.0,5.0,10.0,20.0,30.0,5.0,30.0,5.0,10.0,20.0,30.0,5.0,8.0,6.0,10.0,10.0,10.0,10.0,2.0,10.0,8.0,9.0,0,4.0,1.0,5.0,4.0,4.0,5.0,3.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Education, Academia "
348,8.0,Female,15,2,14,18,16,16.0,11,1,361.0,0,0.63,0,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0,7.0,7.0,8.0,8.0,9.0,8.0,7.5,6.0,2.0,21.0,EDUCATION,9.0,"UC, IRVINE!!!!!!!!!","1,157.00","15,260.00",Asian_American,3.0,3.0,CALIFORNIA,"92,683","41,778.00",2.0,6.0,1.0,EDUCATION ADMINISTRATION,2.0,3.0,5.0,1.0,10.0,10.0,10.0,2.0,1.0,9.0,10.0,7.0,10.0,7.0,7.0,7.0,10.0,5.0,5.0,,15.0,25.0,15.0,15.0,15.0,15.0,25.0,15.0,15.0,15.0,15.0,15.0,25.0,15.0,15.0,15.0,15.0,15.0,6.0,10.0,10.0,10.0,10.0,5.0,8.0,8.0,8.0,8.0,1,8.0,10.0,10.0,7.0,10.0,6.0,4.0,3.0,0.0,3.0,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,10.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,20.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Education, Academia "
